,Unnamed: 0,neglogprob,seed,sub_id,x0_alpha,x0_beta,x0_exp,xopt_alpha,xopt_beta,xopt_exp,model
4,32.0,105.45362460471493,79974602.0,100063.0,0.6931162894054838,0.4878345040457472,1.0,0.05,0.046952986296363866,,LearningParams_Fit_alpha-beta_Fix_exp_
5,35.0,105.45362460471495,90371092.0,100063.0,0.5778815044378329,2.0015985471384337,1.0,0.05,0.04695299006469443,,LearningParams_Fit_alpha-beta_Fix_exp_
6,3.0,105.4536246047154,53933143.0,100063.0,0.0563188482321176,1.9461080392652272,1.0,0.05,0.046952976697345286,,LearningParams_Fit_alpha-beta_Fix_exp_
7,45.0,105.45362460471543,76359301.0,100063.0,0.9666523236956704,1.369855563258427,1.0,0.05,0.04695297547854356,,LearningParams_Fit_alpha-beta_Fix_exp_
8,26.0,105.45362460471588,67572392.0,100063.0,0.3791890358919449,1.0725932368311784,1.0,0.05,0.04695297260815495,,LearningParams_Fit_alpha-beta_Fix_exp_
9,33.0,105.45362460471628,24038878.0,100063.0,0.6946981098813375,0.35071278223537433,1.0,0.05,0.046952970317766005,,LearningParams_Fit_alpha-beta_Fix_exp_
10,13.0,105.45362460471712,43380046.0,100063.0,0.039425014924478086,1.5262384727956133,1.0,0.05,0.04695300618546562,,LearningParams_Fit_alpha-beta_Fix_exp_
11,41.0,105.45362460471794,87007703.0,100063.0,0.3674120005225022,2.1019055364461603,1.0,0.05,0.0469530093982002,,LearningParams_Fit_alpha-beta_Fix_exp_
12,18.0,105.45362460472006,14589745.0,100063.0,0.3218277759219953,2.1019793282041914,1.0,0.05,0.04695301592480028,,LearningParams_Fit_alpha-beta_Fix_exp_
13,38.0,105.45362460473132,94749725.0,100063.0,0.8769952077633932,0.1893586799251032,1.0,0.05,0.046953039303801264,,LearningParams_Fit_alpha-beta_Fix_exp_
