,Unnamed: 0,neglogprob,seed,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,x0_lossave,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,xopt_lossave,model
8,40,117.83512196824957,31131450.0,200088.0,0.5701015155158521,0.7608045447362329,2.2597462398683885,0.21169359374158947,0.7051690148686407,0.5680982437740325,2.0,0.4945071585651559,15.0,2.0,0.1343839372467118,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
9,8,117.83512415128844,28701640.0,200088.0,0.5200055573750207,0.2659663804447584,0.8972954198125618,0.8471622668577182,0.4611625461862629,2.245423850035611,2.0,0.4971631248534909,15.0,2.0,0.12976703766514336,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
10,0,117.83512657994416,13989098.0,200088.0,0.7336689984645025,0.974688736263412,0.8027354641241439,0.2441786853288848,0.5635882950358614,1.7752380514062125,2.0,0.5014568742550456,15.0,2.0,0.1231216187694126,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
11,48,117.83512885641692,92384093.0,200088.0,0.3230213522750027,0.9926651481998068,3.1786147041735524,0.058287505656303515,0.4987626215452664,2.060275615026281,2.0,0.5062465181744391,15.0,2.0,0.11613354956180283,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
12,30,117.8351305014099,49616883.0,200088.0,0.3046003401447724,0.8167013976211575,1.5812929913431115,0.34524051239212417,0.3907905268553757,1.968929214029313,2.0,0.5085439807276226,15.0,2.0,0.112522608446666,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
13,33,117.83513066762391,22956919.0,200088.0,0.5958727358651434,0.3027619390992509,2.46389261927933,0.2586025500105395,0.927378297026369,2.8349257682975693,2.0,0.5074615702205384,15.0,2.0,0.11367199027112135,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
14,42,117.83513152722031,55691757.0,200088.0,0.14419552364317098,0.8028025403886296,1.8674605903072905,0.5457967929586444,0.3287879467319785,2.0411445324744357,2.0,0.5100699975141577,15.0,2.0,0.1101915113581488,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
15,15,117.83513193378346,73695155.0,200088.0,0.2470878817700365,0.4308243868015851,4.60566045514922,0.43365306153967415,0.7297139398153759,3.6928014268796683,2.0,0.5096882774705946,15.0,2.0,0.11039586933810487,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
16,28,117.83513298719959,33844036.0,200088.0,0.41984541068328496,0.2261090748075925,2.4913533681685824,0.016924845921361283,0.8658804302122703,3.804684003323645,2.0,0.5109526878120298,15.0,2.0,0.108367725660766,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
17,46,117.83513392022192,11131074.0,200088.0,0.3752699538103046,0.5742534015215582,2.44223613694627,0.13063956795836454,0.5468359521053935,5.588881545419557,2.0,0.511871916641441,15.0,2.0,0.10681275107606504,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
18,12,117.83513428496151,40878752.0,200088.0,0.3753359419132838,0.8820710834477499,2.2357112835876958,0.1764242990078703,0.2935522313709715,4.950025163792005,2.0,0.51270721611433,15.0,2.0,0.10567441776142483,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
19,41,117.83513441962951,7258020.0,200088.0,0.1280688232288806,0.4838522087528328,1.2673497398403224,0.04195972121327771,0.11431436585587168,0.1221902836350328,2.0,0.5138599735141475,15.0,2.0,0.10431317657347358,0.0,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
20,21,121.30075664799062,71502453.0,200088.0,0.08237517237074339,0.9542613174628232,0.4458587257578751,0.00817664625405212,0.2049342132785743,2.9177630378619503,2.0,0.05,0.0,2.0,0.05,2.9092137891883523,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
21,32,121.30075664799062,96901132.0,200088.0,0.08956215667970642,0.014061083376805951,1.4200446786815548,0.10574405222338487,0.6635164649615803,7.816844370374991,2.0,0.05,0.0,2.0,0.05,6.49032361048955,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
22,11,121.30075664799062,84552560.0,200088.0,0.3163510160676601,0.5432119664131988,0.2611562071776849,0.23009354397563594,0.7844502281780616,3.3905131992035185,2.0,0.05,0.0,2.0,0.05,3.0081161524699134,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
23,26,121.30075664799062,83063268.0,200088.0,0.007663619345542411,0.20895045597498427,1.3957567412409988,0.2799450286997057,0.6263633636361433,0.5334874491681669,2.0,0.05,0.0,2.0,0.05,0.8696366913135983,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
24,27,432.95372594562593,26949833.0,200088.0,0.9386478013780972,0.44486813298343003,1.470710475902459,0.8691894980588827,0.14106474123222873,2.000459774738921,0.4735041414400181,0.9911809354175329,0.7899536528026314,0.5355832591593314,0.7213324239331298,1.18366254330779,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
25,5,436.58632298765207,51691960.0,200088.0,0.5271254917901212,0.06252813169906814,2.142618943939649,0.5786398641849086,0.6365157499814197,3.341772078395672,0.4694969212062665,0.1262795053857494,1.2471733259103648,0.2324726631139369,0.9416335480650372,2.5256060565716503,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
26,2,,60625449.0,200088.0,0.8351946127023481,0.3980859836968609,3.341506970509652,0.4936875088142409,0.7932031411338146,4.9169403473173405,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
27,3,,35903751.0,200088.0,0.9667006992308383,0.10981248221060308,2.3072114034819875,0.5974492118877249,0.4535593330510028,0.6367655539404333,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
28,4,,86403672.0,200088.0,0.2791585729208626,0.6952708663385343,1.681958882696658,0.6798878629443249,0.6937520824715271,2.0060606488661965,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
29,6,,71129597.0,200088.0,0.17194382098812575,0.042598279098415626,0.6642334483488853,0.6824753637644086,0.3057400009960288,0.7439070827919823,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
30,7,,93729810.0,200088.0,0.4268144899666692,0.32181911582432005,2.5647019472944894,0.8055849434410329,0.3590601507784379,2.2417097675419724,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
31,9,,11195178.0,200088.0,0.232192299087958,0.8468914085296084,5.446127846502437,0.4587593915783153,0.06550914573338744,0.9970716311223562,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
32,10,,83474577.0,200088.0,0.6525174303047588,0.5822495926942663,0.9225972727003108,0.5484259920415758,0.44959326439814135,0.5283678726529895,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
33,14,,7454544.0,200088.0,0.6009582853207818,0.9680943112573738,3.811583056105397,0.08356514915616473,0.624906864656168,7.843443272387748,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
34,16,,63572507.0,200088.0,0.5884246842197993,0.3405006209213502,1.4282336650878091,0.4476478038092875,0.32534550121526834,2.401980223908109,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
35,18,,39482907.0,200088.0,0.2947914062715035,0.2157618007522506,1.1886394162790856,0.6557669935431181,0.7532293567052273,3.839672538685456,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
36,19,,86583187.0,200088.0,0.5021624691369995,0.7130124669134001,4.0375682227094725,0.03314888323600919,0.8156971380749134,3.0767809188240753,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
37,20,,21049266.0,200088.0,0.7332471320334393,0.11277704654093347,2.486463147022036,0.6190787744144516,0.6579335571484192,3.0260462149895315,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
38,22,,72840037.0,200088.0,0.3000074976181543,0.9476036789627968,1.3918546828648466,0.9351943803948948,0.8783017382869562,0.735430429745703,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
39,23,,52118630.0,200088.0,0.03666046543071522,0.5921426485227087,4.3476671532990245,0.9124369931084796,0.07235748048459298,3.281390956983155,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
