,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
0,0,1,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.3111111111111111,8249193,408511,0.05,0.010996045043810557,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.2222222222222222,8249193,408511,0.05,0.0,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.2222222222222222,8249193,408511,0.05,0.011551581190421257,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.15555555555555556,8249193,408511,0.05,0.0,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
0,0,1,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.5777777777777777,1103945,100129,0.05,0.02417112485805534,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.5777777777777777,1103945,100129,0.09227969691973048,0.014132243172235529,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.2888888888888889,1103945,100129,0.05,0.02537677053931337,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.4666666666666667,1103945,100129,0.05,0.04115413695782702,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
0,0,1,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.4444444444444444,817487,408662,0.05,0.1285620137501004,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.8222222222222222,817487,408662,0.05,0.10760443918571666,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6444444444444445,817487,408662,0.06290276288938952,0.07355461076086638,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6666666666666666,817487,408662,0.05,0.08472675621245805,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
