,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,5156807,100244,0.05,1.7645047928653053,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,5156807,100244,0.2984846124905286,0.2959321250482568,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6222222222222222,2587713,100059,1.847793557214416,0.01115485175727498,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,2587713,100059,1.955588440460363,0.0016162901391101785,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,2587713,100059,0.05,0.022492785376570696,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5555555555555556,2587713,100059,1.9385570363201845,0.0018868614240864067,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5555555555555556,9665087,306587,0.05,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5777777777777777,9665087,306587,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6,9665087,306587,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7111111111111111,9665087,306587,1.605608296658327,0.00022493399775262704,1.0,6.585352356751693,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7111111111111111,8288371,100128,0.05,0.1378888906756243,1.0,0.4596918108929625,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6444444444444445,8288371,100128,0.05,0.12095013403553866,1.0,0.7396103061012995,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.17777777777777778,8288371,100128,0.05,0.06229125250836606,1.0,2.5166744800973464,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,8288371,100128,0.05,0.07352502428276267,1.0,0.9640990858421248,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
